,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital instability (1983),marital instability (1988),marital instability (1992),marital instability (2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.4799999892711639,0.0,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$30,000 - \$39,999","Under \$20,000","Under \$20,000"
238,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.6000000238418579,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$30,000 - \$39,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$60,000 - \$69,999"
245,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.7799999713897705,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","Under \$20,000","Under \$20,000","\$30,000 - \$39,999"
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.949999988079071,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
264,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.699999988079071,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.699999988079071,1.0800000429153442,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
284,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
286,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4799999892711639,0.7799999713897705,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$40,000 - \$49,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
291,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"Under \$20,000","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
295,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.7799999713897705,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3000000119209289,0.3000000119209289,1.1100000143051147,0.3000000119209289,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999","Under \$20,000"
307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
311,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$25,000 - \$29,999","Under \$20,000","\$25,000 - \$29,999","\$25,000 - \$29,999"
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$20,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
332,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,"\$20,000 - \$29,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
341,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.3000000119209289,0.699999988079071,0.0,"\$60,000 - \$69,999","\$25,000 - \$29,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
343,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,0.3000000119209289,0.0,"\$20,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.7799999713897705,0.699999988079071,0.0,"\$90,000 - \$99,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
355,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.3000000119209289,0.699999988079071,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
356,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","Under \$20,000","Under \$20,000","Under \$20,000"
357,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$30,000 - \$39,999"
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
374,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
380,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.699999988079071,1.0399999618530271,1.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
383,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8500000238418579,0.3000000119209289,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
384,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.7799999713897705,0.3000000119209289,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
386,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.8999999761581421,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.6000000238418579,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
391,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.8500000238418579,0.8999999761581421,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
400,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,0.0,"\$30,000 - \$39,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$30,000 - \$39,999","Under \$20,000"
404,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","Under \$20,000","\$40,000 - \$49,999","\$30,000 - \$39,999"
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.6000000238418579,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
426,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.949999988079071,0.0,0.699999988079071,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","Under \$20,000","Under \$20,000"
437,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$80,000 - \$89,999","\$30,000 - \$39,999","\$50,000 - \$59,999"
442,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
449,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,"Under \$20,000","\$80,000 - \$89,999","\$40,000 - \$49,999","Under \$20,000"
452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$60,000 - \$69,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
455,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.699999988079071,0.0,"\$25,000 - \$29,999","\$20,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
463,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.699999988079071,0.4799999892711639,1.1100000143051147,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999"
469,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.0,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.0,0.0,"Under \$20,000","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
483,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,0.3000000119209289,0.3000000119209289,0.6000000238418579,0.0,"Under \$20,000","Under \$20,000","\$60,000 - \$69,999","\$50,000 - \$59,999"
484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
489,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
491,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.4799999892711639,0.0,"\$90,000 - \$99,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
498,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
499,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,0.4799999892711639,0.7799999713897705,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$30,000 - \$39,999","Under \$20,000"
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,0.8999999761581421,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
503,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
504,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.6000000238418579,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
510,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
513,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
